Gene ID	2dpi	2dpi	3dpi	3dpi
PITG_20838	18.91	27.8	13.61	12.77
PITG_20839	32.86	22.43	12.65	11.73
PITG_20842	0.0	0.0	2.84	5.0
PITG_20656	0.0	0.0	0.3	0.26
PITG_20657	23.0	54.34	17.74	19.33
PITG_20661	0.0	22.51	6.28	3.28
PITG_20662	54.44	14.7	8.56	11.07
PITG_20663	5.24	0.0	18.31	22.24
PITG_20866	0.0	6.84	5.58	6.56
PITG_20867	0.0	6.02	0.19	0.05
PITG_20868	0.0	0.0	4.82	4.91
PITG_20870	4.84	18.3	34.58	29.71
PITG_20555	0.0	0.0	1.64	2.92
PITG_20556	0.0	7.35	6.07	8.05
PITG_20557	0.0	0.0	9.46	10.56
PITG_20558	5.9	26.49	29.57	30.01
PITG_20559	44.48	84.07	129.88	128.92
PITG_20560	173.79	79.48	87.63	83.45
PITG_20561	2.86	0.0	2.33	1.97
PITG_20562	59.15	79.98	84.67	85.13
PITG_20563	0.0	0.0	0.94	1.23
PITG_20568	0.0	0.0	3.25	3.22
PITG_20463	74.46	103.71	50.67	46.54
PITG_20464	0.0	0.0	2.98	3.18
PITG_20465	214.42	209.77	295.09	327.86
PITG_20726	8.79	0.0	3.13	2.1
PITG_20727	21.24	7.3	18.36	20.17
PITG_20728	0.0	0.0	1.6	1.95
PITG_20731	20.0	17.55	8.62	9.13
PITG_33470	0.0	0.0	0.56	0.98
PITG_20733	42.05	30.91	9.11	9.5
PITG_20664	0.0	0.0	4.56	6.23
PITG_20670	209.29	203.46	165.41	169.29
PITG_20429	4.02	0.0	0.9	0.58
PITG_20614	0.0	0.0	3.51	3.93
PITG_20615	0.0	12.06	2.85	2.44
PITG_20616	0.0	0.0	1.95	1.27
PITG_20618	0.0	2.92	0.09	0.11
PITG_20619	7.46	0.0	12.75	11.11
PITG_20620	17.27	0.0	7.62	6.3
PITG_20621	5.9	0.0	1.22	0.49
PITG_20624	0.0	0.0	3.12	3.42
PITG_20249	13.4	31.66	17.09	22.44
PITG_20250	13.68	25.86	16.24	18.66
PITG_20251	16.25	11.17	8.42	8.54
PITG_20252	0.0	0.0	2.28	3.35
PITG_20253	0.0	0.0	0.64	0.34
PITG_20254	0.0	0.0	3.11	5.27
PITG_20255	0.0	0.0	0.95	1.54
PITG_20257	15.42	16.4	9.22	9.46
PITG_20263	29.41	27.8	28.84	23.93
PITG_20264	1957.83	1989.82	2959.83	3059.6
PITG_20265	2.83	6.68	1.33	1.45
PITG_20266	48.88	38.5	58.06	53.95
PITG_20628	3.71	3.51	2.44	3.11
PITG_20629	31.62	24.9	8.34	6.31
PITG_20630	16.34	25.74	33.3	33.24
PITG_20631	511.37	473.93	23.23	23.58
PITG_20734	61.7	43.74	28.36	35.13
PITG_20735	0.0	11.15	6.63	9.89
PITG_20736	0.0	11.3	15.7	16.96
PITG_20742	53.82	9.25	38.94	40.33
PITG_20743	387.49	305.19	193.61	200.22
PITG_20744	0.0	0.0	2.3	1.57
PITG_20745	62.74	46.94	29.38	32.75
PITG_20746	383.97	469.12	489.86	485.88
PITG_20747	99.42	112.76	98.97	102.78
PITG_20748	33.43	0.0	9.87	9.1
PITG_20749	34.21	0.0	36.22	38.0
PITG_20750	7.82	11.09	8.97	9.69
PITG_23187	0.0	2.62	6.76	6.82
PITG_20485	0.0	0.0	0.18	0.07
PITG_20486	0.0	0.0	1.39	0.64
PITG_19949	39.28	0.0	55.98	55.23
PITG_19950	0.0	0.0	6.49	6.0
PITG_19955	0.0	0.0	1.29	0.21
PITG_19956	27.97	21.15	22.42	21.65
PITG_19957	0.0	0.0	0.67	0.93
PITG_20525	13.19	24.93	24.58	19.33
PITG_20526	8.83	4.17	8.47	8.35
PITG_20527	20.89	30.8	18.12	17.88
PITG_20528	20.05	37.9	18.53	21.26
PITG_20529	0.83	6.28	4.97	4.41
PITG_20530	0.0	0.0	3.6	3.28
PITG_20532	6.27	0.0	6.4	6.3
PITG_20533	0.0	0.0	1.64	1.39
PITG_20534	14.79	37.26	12.66	10.44
PITG_20535	10.4	4.92	14.79	14.16
PITG_20537	6.49	0.0	8.75	8.47
PITG_20539	8.79	8.31	0.5	0.37
PITG_20540	0.0	0.0	1.04	0.69
PITG_20518	0.0	8.96	3.15	2.44
PITG_20519	0.0	0.0	1.1	0.68
PITG_20521	11.5	21.74	28.62	29.72
PITG_20520	15.61	27.06	13.97	14.01
PITG_20522	18.18	17.18	6.67	5.87
PITG_20843	4.58	8.65	23.3	20.15
PITG_20844	0.0	0.0	0.4	0.34
PITG_20845	0.0	0.0	2.04	2.0
PITG_20846	6.52	6.16	9.19	8.93
PITG_20607	0.0	0.0	4.77	3.54
PITG_20608	181.93	135.96	282.64	260.06
PITG_20609	93.21	93.44	122.29	115.89
PITG_20610	11.37	50.15	18.73	19.41
PITG_20611	30.26	28.6	46.68	46.98
PITG_20433	28.78	27.2	3.38	4.05
PITG_20435	0.0	7.9	0.14	0.45
PITG_20447	6.74	0.0	5.18	7.1
PITG_20882	8.49	8.02	7.89	8.23
PITG_20883	0.0	0.0	4.93	5.68
PITG_20886	19.41	31.19	9.94	9.3
PITG_20888	0.0	0.0	2.01	1.42
PITG_20917	8.6	0.0	0.94	0.21
PITG_20920	2.37	0.0	5.35	4.65
PITG_20922	28.44	21.51	27.89	33.59
PITG_20412	140.7	257.65	222.38	198.03
PITG_20413	88.09	37.85	1.61	3.31
PITG_20414	28.03	100.67	2.38	2.15
PITG_20420	0.0	0.0	5.61	4.34
PITG_20421	0.0	0.0	3.66	4.75
PITG_20059	0.0	24.45	7.12	3.87
PITG_20060	16.05	0.0	8.41	8.93
PITG_20061	0.0	6.14	8.27	8.71
PITG_20316	3.71	19.27	6.44	5.61
PITG_20317	3.5	33.12	18.89	17.06
PITG_20319	73.84	93.05	42.67	40.1
PITG_20320	0.0	0.0	6.21	7.39
PITG_20321	23.0	32.61	23.52	19.08
PITG_20330	21.08	14.06	18.49	16.45
PITG_20331	17.19	4.06	9.91	8.44
PITG_20332	4.04	0.0	0.68	0.64
PITG_20333	0.0	6.64	1.81	1.93
PITG_19901	0.0	10.78	9.94	8.8
PITG_19905	15.37	0.0	0.35	0.49
PITG_19907	19.29	18.23	14.27	15.06
PITG_20502	10.93	3.87	8.44	8.3
PITG_20503	0.0	3.96	1.78	1.73
PITG_20504	4.03	30.46	11.41	13.93
PITG_20505	190.09	95.82	172.95	178.93
PITG_20506	10.08	2.72	5.26	5.01
PITG_20507	0.0	7.12	7.91	7.8
PITG_20510	0.0	0.0	4.2	3.67
PITG_20186	9.71	0.0	11.42	9.71
PITG_20187	16.68	42.04	22.89	25.61
PITG_20188	1197.09	957.35	2128.75	2168.29
PITG_20189	849.42	706.24	1342.87	1376.83
PITG_20115	37.62	45.72	31.44	30.06
PITG_20116	128.67	99.09	117.83	111.42
PITG_20117	0.0	11.81	8.93	10.57
PITG_20118	0.0	0.0	0.92	0.64
PITG_20120	34.5	32.61	14.64	17.54
PITG_20121	83.65	69.18	32.86	37.22
PITG_20162	40.77	38.53	4.68	5.85
PITG_20169	0.0	0.0	3.0	4.92
PITG_20170	12.19	0.0	2.17	2.37
PITG_20171	15.75	11.91	9.21	9.35
PITG_20172	2.89	0.0	0.99	1.45
PITG_20174	0.0	0.0	0.3	0.29
PITG_20178	116.27	188.39	91.44	91.43
PITG_19790	7.33	10.39	5.67	5.28
PITG_19791	0.0	0.0	1.38	1.56
PITG_19797	0.0	0.0	7.2	8.45
PITG_19983	14.95	0.0	5.57	4.02
PITG_19984	7.91	11.22	7.85	11.65
PITG_19985	14.26	8.99	16.19	16.61
PITG_19988	0.0	0.0	2.25	2.35
PITG_19989	15.23	7.2	2.23	1.91
PITG_19991	0.0	0.0	1.93	2.82
PITG_19993	167.86	88.94	42.99	44.4
PITG_19994	0.0	19.64	1.55	0.81
PITG_19995	0.0	29.35	12.28	10.53
PITG_19997	23.1	2.73	8.05	8.08
PITG_19999	2065.36	2135.71	3382.39	3411.78
PITG_23176	30.3	34.37	44.0	49.24
PITG_23177	0.0	0.0	10.17	11.78
PITG_23178	18.52	14.58	14.58	12.85
PITG_19930	0.0	0.0	4.21	4.04
PITG_19931	2.25	21.23	19.17	19.51
PITG_19932	176.26	149.93	155.7	160.39
PITG_19938	14.54	0.0	45.68	50.85
PITG_19939	4.63	0.0	1.78	2.44
PITG_19942	0.0	0.0	20.19	18.11
PITG_20370	43.99	53.8	32.64	34.74
PITG_20371	21.64	35.8	16.94	15.67
PITG_20372	0.0	0.0	3.44	4.65
PITG_20373	0.0	0.0	7.01	6.65
PITG_20374	26.15	10.41	28.72	27.52
PITG_20375	1.17	1.11	0.96	0.86
PITG_20376	5.26	9.93	3.8	4.62
PITG_20377	45.71	32.4	37.22	36.09
PITG_20378	47.39	82.12	66.28	62.98
PITG_20379	7.16	0.0	2.19	1.74
PITG_20380	0.0	0.0	0.5	0.93
PITG_20381	38.44	24.22	91.26	81.87
PITG_20382	82.04	69.78	96.91	77.94
PITG_20383	164.36	104.76	156.36	147.68
PITG_20384	222.11	226.07	242.67	239.54
PITG_20385	58.82	27.8	36.51	34.13
PITG_20386	97.98	85.7	46.48	45.62
PITG_20387	33.05	44.62	9.15	5.42
PITG_20388	97.83	174.65	167.54	177.58
PITG_20397	446.55	359.02	355.36	326.9
PITG_20398	15.55	0.0	36.12	35.08
PITG_20354	10.85	0.0	13.69	12.72
PITG_20355	47.49	0.0	10.98	13.73
PITG_20361	0.0	31.79	25.46	21.33
PITG_20025	11.31	0.0	4.54	2.84
PITG_20028	16.57	20.87	9.58	10.79
PITG_20029	14.7	27.8	23.86	26.92
PITG_20030	53.82	63.58	40.27	41.53
PITG_20031	30.75	39.97	26.72	27.09
PITG_20032	30.55	30.93	32.05	32.35
PITG_20033	28.49	31.42	35.02	31.25
PITG_20034	18.15	45.76	20.82	21.98
PITG_20035	33.64	54.5	57.64	53.82
PITG_20122	60.32	14.25	21.44	23.7
PITG_20124	0.0	0.0	6.4	4.89
PITG_20125	19.5	0.0	33.32	35.58
PITG_20127	0.0	43.47	14.11	17.34
PITG_20128	3.64	0.0	5.46	5.22
PITG_20129	0.0	0.0	2.43	5.61
PITG_19958	13.48	6.37	10.97	10.99
PITG_19959	10.43	0.0	0.48	1.12
PITG_19961	0.0	0.0	3.18	3.61
PITG_19963	7.75	14.64	33.9	31.19
PITG_19964	9.71	45.91	34.7	33.01
PITG_19965	0.0	2.46	0.51	1.19
PITG_19966	136.83	96.99	67.34	66.12
PITG_19967	0.0	1.98	2.79	2.41
PITG_19968	10.73	30.44	20.01	19.59
PITG_19970	49.1	37.13	2.93	3.06
PITG_19972	0.0	5.86	2.95	3.3
PITG_23175	42.54	50.26	15.13	17.75
PITG_19974	0.0	0.0	1.52	0.91
PITG_19977	0.0	0.0	0.11	0.72
PITG_19978	0.0	0.0	4.54	4.96
PITG_19979	10.35	4.89	12.17	9.78
PITG_19728	5.64	12.79	13.74	13.31
PITG_19730	27.33	25.83	58.56	56.94
PITG_19735	105.76	88.85	67.45	64.4
PITG_19736	42.58	64.39	37.6	35.25
PITG_19737	107.12	145.79	141.23	136.38
PITG_19741	31.01	9.77	14.34	13.23
PITG_19818	0.0	0.0	12.2	13.38
PITG_20053	97.65	84.6	128.7	133.2
PITG_20054	22.88	17.3	23.41	17.69
PITG_20055	46.53	65.02	57.71	57.83
PITG_20056	0.0	21.92	8.91	10.27
PITG_20192	501.69	447.23	272.05	268.15
PITG_20193	193.19	273.89	248.78	238.84
PITG_20194	33.85	135.96	90.25	91.63
PITG_20195	12.05	14.23	28.64	25.59
PITG_20196	36.36	109.98	38.45	37.59
PITG_20197	13.48	10.61	14.35	14.84
PITG_20200	24.03	31.44	29.99	28.97
PITG_20201	44.91	28.3	55.43	53.49
PITG_20202	46.39	26.31	42.03	36.86
PITG_20203	18.13	16.58	27.78	29.11
PITG_20204	6.55	2.48	2.18	2.09
PITG_20205	20.43	25.74	22.21	22.5
PITG_20206	89.59	23.52	51.14	45.32
PITG_20207	0.0	1.42	5.89	5.65
PITG_20208	19.7	20.48	19.18	20.37
PITG_20209	174.02	187.32	259.89	239.8
PITG_20211	30.41	35.92	58.41	56.3
PITG_20212	4.53	7.85	16.7	16.03
PITG_20213	4.26	20.12	4.22	4.53
PITG_20215	9.41	0.0	16.78	17.39
PITG_20216	56.74	91.92	115.63	117.93
PITG_20217	18.43	34.84	39.0	34.51
PITG_20221	6.5	8.19	3.75	4.61
PITG_20222	42.79	6.74	13.66	17.49
PITG_20223	148.23	140.09	119.91	127.43
PITG_19802	17.55	16.59	14.16	14.56
PITG_19804	65.86	44.46	153.76	152.77
PITG_19809	0.0	0.0	0.11	0.28
PITG_19813	121.31	70.36	79.62	74.36
PITG_19814	817.56	810.53	1260.93	1271.72
PITG_19815	7.54	13.07	14.65	14.94
PITG_19816	12.18	0.0	6.42	6.12
PITG_19817	90.64	131.03	193.05	194.21
PITG_30855	1307.55	752.23	2459.27	2763.1
PITG_30856	47.49	134.64	187.89	165.34
PITG_20337	7.64	0.0	1.14	1.19
PITG_20344	26.28	49.67	171.09	188.0
PITG_20345	27.84	33.83	145.48	133.52
PITG_20346	0.0	30.16	487.15	462.35
PITG_20347	131.26	124.06	93.8	92.91
PITG_20348	14.93	1.41	4.95	4.59
PITG_20349	0.0	0.0	3.31	3.91
PITG_20350	10.13	22.97	18.6	20.86
PITG_19822	0.0	20.1	9.64	10.94
PITG_19823	12.81	24.22	46.73	47.38
PITG_19824	8.13	0.0	3.03	2.04
PITG_19832	0.0	22.51	0.96	1.42
PITG_19673	0.0	4.74	2.76	4.44
PITG_19674	17.68	9.12	7.34	8.23
PITG_19676	7.04	0.0	2.59	3.2
PITG_19677	5.57	18.43	8.95	8.67
PITG_19678	0.0	0.0	5.38	5.26
PITG_19679	0.0	8.47	12.95	12.65
PITG_20227	10.35	39.13	16.5	14.37
PITG_20229	0.0	8.83	1.5	1.71
PITG_20230	153.69	158.0	50.03	53.49
PITG_20233	6.54	3.09	2.54	2.73
PITG_20234	0.0	7.1	11.34	10.39
PITG_20235	4.87	36.86	29.57	26.36
PITG_20236	40.08	70.35	26.82	23.81
PITG_20238	41.8	16.93	39.27	45.87
PITG_20239	91.26	96.71	98.59	96.68
PITG_20241	5.37	7.61	1.79	2.54
PITG_20294	15.62	0.0	3.22	3.18
PITG_20295	0.0	0.0	0.95	0.21
PITG_20296	9.01	30.66	17.57	15.96
PITG_20300	652.74	503.62	2125.09	2065.75
PITG_20301	0.0	0.0	40.18	49.41
PITG_20302	0.0	0.0	2.23	1.37
PITG_20303	0.0	0.0	77.0	110.78
PITG_20138	44.72	35.23	29.07	24.35
PITG_20139	125.83	131.74	286.76	291.7
PITG_20140	10.98	10.38	1.01	1.71
PITG_20141	0.0	0.0	2.68	3.64
PITG_20144	16.11	0.0	3.14	1.64
PITG_20145	0.0	0.0	1.91	1.52
PITG_20146	0.0	5.77	9.97	23.8
PITG_20147	13.39	15.82	14.91	16.22
PITG_20148	0.0	0.0	4.7	4.37
PITG_20152	18.19	19.65	9.63	9.04
PITG_20153	0.59	3.32	3.94	3.86
PITG_20154	4.84	18.3	5.27	6.37
PITG_23179	20.08	47.45	2.65	2.7
PITG_20156	33.47	63.27	58.04	55.95
PITG_20157	18.87	6.69	10.59	9.88
PITG_20158	11.12	52.55	8.29	8.78
PITG_20159	5.9	6.14	2.97	3.64
PITG_20160	8.52	10.06	15.53	14.85
PITG_20005	13.99	1.89	18.59	20.05
PITG_20007	0.0	0.0	2.98	1.84
PITG_20014	0.0	0.0	1.43	2.03
PITG_20017	18.55	0.0	11.66	13.05
PITG_33462	0.0	0.0	1.29	0.47
PITG_20305	22.42	0.0	6.3	6.31
PITG_20306	24.2	22.87	16.57	17.05
PITG_20307	134.11	73.6	88.66	83.24
PITG_20311	0.0	0.0	2.13	1.54
PITG_20312	79.44	84.46	18.56	15.33
PITG_20313	21.79	51.48	75.65	69.22
PITG_19745	65.2	5.6	21.48	23.9
PITG_19746	43.03	24.4	42.97	43.28
PITG_19748	0.0	0.0	2.57	1.16
PITG_19749	25.71	16.2	34.1	31.43
PITG_19750	22.11	15.92	12.86	13.72
PITG_19758	0.0	0.0	8.9	9.62
PITG_20283	0.0	0.0	1.03	0.88
PITG_20284	13.06	0.0	14.43	15.11
PITG_20285	0.0	0.0	2.33	2.85
PITG_20286	9.06	0.0	3.58	3.31
PITG_20287	11.77	6.68	11.45	11.21
PITG_20288	230.78	302.7	401.98	376.73
PITG_20289	38.44	18.17	31.57	31.42
PITG_20036	0.0	13.04	0.4	0.41
PITG_20037	0.0	45.47	18.81	17.1
PITG_20038	10.51	0.0	9.1	9.37
PITG_20040	0.0	0.0	0.29	0.31
PITG_20041	37.84	28.95	38.79	35.36
PITG_20042	0.0	0.0	1.27	1.62
PITG_20043	89.76	63.63	31.14	34.7
PITG_20044	12.34	17.5	11.54	10.78
PITG_20045	151.91	0.0	65.45	49.34
PITG_20046	162.64	132.75	87.83	74.39
PITG_20063	5.55	7.0	4.24	3.5
PITG_20066	0.0	0.0	3.15	4.18
PITG_20067	23.2	0.0	16.23	14.85
PITG_20070	15.2	14.37	20.66	17.01
PITG_20073	47.22	42.28	2.59	3.48
PITG_20074	22.55	21.31	13.88	14.66
PITG_20075	0.0	4.64	2.25	2.47
PITG_20076	0.0	0.0	4.58	3.73
PITG_20077	0.0	6.44	3.13	2.32
PITG_20078	12.77	8.05	11.91	12.69
PITG_20079	110.58	117.58	10.94	11.54
PITG_20080	0.0	0.0	10.94	11.91
PITG_20244	62.58	9.86	69.14	52.41
PITG_19762	7.69	7.27	7.63	8.08
PITG_19763	0.0	0.0	3.09	2.94
PITG_19764	19.53	16.15	2.58	2.02
PITG_19766	45.35	20.0	14.91	16.71
PITG_19767	103.03	34.37	95.64	91.73
PITG_19768	232.43	150.02	379.04	345.2
PITG_19769	0.0	69.54	46.89	41.13
PITG_19770	42.38	20.03	44.23	39.17
PITG_19771	73.72	52.26	54.32	46.64
PITG_19772	270.96	300.25	744.93	759.1
PITG_19773	22.73	23.27	28.28	25.86
PITG_19774	93.69	42.51	56.05	54.98
PITG_19775	34.06	0.0	40.92	38.51
PITG_19780	185.42	202.2	113.35	121.51
PITG_19781	1.91	5.42	1.74	1.71
PITG_19784	0.0	0.0	5.59	5.4
PITG_19690	138.13	135.38	174.31	176.47
PITG_19691	69.09	65.3	56.51	54.78
PITG_19692	32.7	17.66	17.06	16.35
PITG_19693	12.69	23.99	17.98	15.24
PITG_19699	113.3	53.54	56.85	55.92
PITG_19514	56.69	75.01	55.46	56.33
PITG_19516	18.46	8.72	10.58	8.97
PITG_19912	6.24	17.7	29.29	28.01
PITG_19916	18.67	30.87	37.51	41.93
PITG_19917	53.11	50.2	28.36	28.53
PITG_19705	64.22	9.1	6.19	6.19
PITG_19709	0.0	13.67	22.56	23.89
PITG_19710	0.0	27.64	28.45	27.79
PITG_19711	0.0	0.0	5.26	2.3
PITG_19712	5.8	0.0	8.61	7.88
PITG_19714	0.0	9.86	1.23	1.81
PITG_19715	0.0	0.0	1.29	1.7
PITG_19716	0.0	23.99	13.1	12.35
PITG_19719	0.0	0.0	6.17	6.05
PITG_19720	23.33	0.0	11.82	10.38
PITG_19721	0.0	8.59	3.44	4.13
PITG_19840	26.61	9.43	5.34	5.93
PITG_19841	15.71	19.79	5.58	5.07
PITG_19842	21.91	18.12	18.89	17.69
PITG_19844	20.54	9.71	15.17	12.22
PITG_19845	0.0	0.0	0.3	0.25
PITG_19846	41.28	30.15	36.18	32.67
PITG_19849	18.65	28.21	25.75	23.43
PITG_19850	43.48	60.44	27.9	25.68
PITG_19851	112.88	130.78	83.48	79.67
PITG_19854	156.14	145.37	223.78	228.93
PITG_19855	1242.67	953.72	1433.94	1449.68
PITG_19856	22.24	10.51	34.18	32.93
PITG_19857	21.24	17.2	11.55	10.94
PITG_19590	197.72	182.31	140.53	143.62
PITG_19591	87.31	139.65	191.94	189.33
PITG_19592	523.8	786.27	519.21	557.81
PITG_19595	29.39	0.0	5.84	5.74
PITG_19596	10.22	9.66	12.21	10.72
PITG_19481	0.0	0.0	1.71	3.82
PITG_19482	87.32	55.02	58.48	60.25
PITG_19484	21.08	0.0	2.42	3.07
PITG_19485	37.49	59.05	14.19	17.79
PITG_19488	13.26	0.0	2.51	3.49
PITG_19493	0.0	8.65	7.82	7.23
PITG_19495	35.88	84.78	118.09	133.08
PITG_19505	150.78	142.51	255.0	204.29
PITG_19507	3.18	15.01	7.6	6.52
PITG_19509	6.39	24.16	2.57	3.42
PITG_20081	91.24	88.43	53.94	56.11
PITG_20082	23.0	0.0	1.58	0.55
PITG_20083	0.0	0.0	2.17	2.58
PITG_20084	0.0	0.0	0.45	1.89
PITG_20086	26.73	25.26	17.86	15.31
PITG_20087	13.75	13.0	16.64	19.01
PITG_20088	4.43	6.98	7.5	7.49
PITG_20089	0.0	0.0	1.62	0.97
PITG_20090	6.23	5.89	2.36	1.6
PITG_20092	0.0	0.0	0.83	0.78
PITG_20094	7.99	18.89	23.47	22.47
PITG_20096	0.0	9.21	12.8	11.93
PITG_20097	5.13	9.69	9.55	10.21
PITG_20098	97.75	62.49	30.2	27.31
PITG_20099	3.2	0.0	0.29	0.84
PITG_20102	49.29	49.03	86.04	84.98
PITG_20103	13.43	10.74	12.4	11.46
PITG_20104	9.0	17.01	31.02	35.59
PITG_20105	66.44	73.26	37.21	30.67
PITG_20109	11.99	6.97	3.65	3.43
PITG_20110	14.55	22.91	15.93	17.35
PITG_20111	8.11	3.83	7.47	8.44
PITG_19859	4.54	2.14	3.61	4.75
PITG_19860	18.88	17.85	15.51	15.84
PITG_19861	0.0	10.92	4.62	4.96
PITG_19862	7.29	10.34	11.52	10.99
PITG_19863	3.86	14.6	2.55	2.77
PITG_19864	323.61	371.98	134.66	157.87
PITG_19865	9.44	17.85	7.2	5.31
PITG_19868	30.77	5.29	9.78	9.27
PITG_19869	0.0	0.0	1.38	1.37
PITG_19870	135.19	132.33	112.07	105.49
PITG_19871	289.63	301.41	248.5	252.76
PITG_19875	38.0	20.79	19.68	18.94
PITG_19876	46.88	31.02	13.92	13.8
PITG_19877	35.32	55.63	21.68	22.0
PITG_19878	5.94	0.0	9.2	8.01
PITG_19879	0.0	3.44	2.59	2.09
PITG_19880	580.67	468.49	1051.36	1013.72
PITG_19884	36.22	9.78	4.33	4.52
PITG_19886	12.42	8.39	10.83	11.85
PITG_19887	9.08	12.01	13.71	13.18
PITG_19888	0.0	18.89	6.95	7.49
PITG_19561	0.0	0.0	0.65	0.66
PITG_19563	15.87	16.67	20.43	17.91
PITG_19564	4.14	13.69	6.69	6.93
PITG_19565	2.24	8.46	2.49	2.78
PITG_19566	0.0	0.0	12.56	11.4
PITG_19571	58.32	23.21	21.9	22.77
PITG_19573	22.06	20.85	17.88	25.16
PITG_23165	18.73	0.0	3.44	4.52
PITG_33451	0.0	0.0	2.42	2.58
PITG_19588	13.71	6.48	3.1	2.58
PITG_19589	8.88	8.39	6.85	5.55
PITG_19361	188.12	196.52	140.2	130.32
PITG_19362	116.39	70.72	49.44	43.47
PITG_19363	10.43	0.0	3.68	3.53
PITG_19364	0.0	6.26	3.88	4.16
PITG_19366	0.0	0.0	1.5	0.78
PITG_19369	0.0	10.75	3.33	3.67
PITG_19371	3.14	8.91	5.66	6.69
PITG_19373	87.81	101.14	56.3	60.08
PITG_19380	5.15	0.0	6.98	4.44
PITG_19381	0.0	0.0	2.95	3.58
PITG_19382	0.0	0.0	6.35	7.68
PITG_19383	0.0	0.0	0.9	0.44
PITG_19387	15.29	7.23	5.17	6.22
PITG_19394	0.0	25.13	11.51	9.97
PITG_19619	0.0	0.0	0.42	0.88
PITG_19620	0.0	0.0	0.7	0.81
PITG_19621	9.81	0.0	11.92	11.56
PITG_19622	3.57	11.24	9.81	8.78
PITG_19623	7.1	6.71	6.47	7.14
PITG_19624	0.0	0.0	4.59	5.09
PITG_19625	28.86	20.46	21.64	23.26
PITG_19627	0.0	31.21	0.66	0.59
PITG_19631	15.0	0.0	14.37	11.31
PITG_19634	0.0	46.88	36.98	38.58
PITG_19636	0.0	0.0	8.2	10.7
PITG_19637	0.0	10.01	1.58	1.2
PITG_19638	0.0	0.0	0.25	0.6
PITG_19639	15.51	0.0	8.4	7.35
PITG_19640	3.46	5.6	10.96	10.33
PITG_19641	3.93	3.71	1.51	1.6
PITG_19642	0.0	11.46	5.14	5.95
PITG_19643	0.0	0.0	0.32	0.61
PITG_19646	46.13	106.57	62.04	62.77
PITG_19647	11.6	5.48	17.49	17.28
PITG_19648	3.93	3.72	9.02	9.65
PITG_19649	47.71	81.17	32.78	36.19
PITG_19654	0.0	0.0	11.57	15.58
PITG_19656	100.0	83.06	17.65	19.4
PITG_19658	0.0	0.0	9.77	10.6
PITG_19659	0.0	2.25	2.08	2.27
PITG_19660	61.72	46.67	69.86	69.93
PITG_19665	41.49	18.67	33.85	31.65
PITG_19667	0.0	0.0	4.14	5.19
PITG_19668	217.94	163.07	158.71	161.3
PITG_19669	2675.7	2528.9	3933.43	3826.79
PITG_19670	9.91	4.68	1.25	0.95
PITG_19671	52.45	41.5	13.58	14.01
PITG_19672	16.05	15.17	28.34	27.36
PITG_19349	20.18	0.0	15.97	17.69
PITG_19350	18.43	11.61	11.07	12.35
PITG_19351	19.08	30.06	27.69	26.3
PITG_19357	3.05	8.64	15.76	16.9
PITG_19358	227.27	120.29	162.54	174.04
PITG_19602	338.02	194.19	89.16	79.07
PITG_19603	17.88	25.35	22.76	23.43
PITG_19604	204.42	284.89	99.65	102.48
PITG_19605	28.38	21.46	21.29	19.02
PITG_19606	23.36	8.83	47.36	47.29
PITG_19607	58.79	49.53	45.46	44.0
PITG_19608	166.52	188.86	73.1	75.23
PITG_19609	27.47	19.47	34.9	32.74
PITG_19610	15.19	18.28	12.94	12.13
PITG_19611	7.69	9.08	13.93	14.74
PITG_19612	41.33	71.61	45.66	40.88
PITG_19615	14.34	21.69	40.8	39.44
PITG_19617	0.0	0.0	4.67	3.25
PITG_19543	0.0	0.0	13.15	21.9
PITG_19547	8.54	0.0	6.86	8.13
PITG_19550	20.08	25.31	26.22	22.47
PITG_19551	28.83	36.33	34.44	32.14
PITG_19557	197.77	206.75	177.91	179.35
PITG_19558	21.51	11.09	12.36	11.23
PITG_19560	0.0	0.0	1.45	0.87
PITG_19418	56.16	33.62	21.15	22.36
PITG_19419	37.0	38.15	42.39	40.93
PITG_19422	89.08	142.26	108.57	107.69
PITG_19423	0.0	0.0	9.16	10.69
PITG_19426	0.0	0.0	11.0	11.58
PITG_19428	0.0	0.0	0.55	1.06
PITG_19429	5.63	3.55	12.93	12.21
PITG_19432	0.0	0.0	3.63	2.66
PITG_19435	0.0	0.0	2.08	1.45
PITG_19436	5.21	0.99	5.68	5.73
PITG_19437	0.0	0.0	0.51	0.36
PITG_19441	8.0	5.4	3.88	3.7
PITG_19442	0.0	0.0	4.75	5.2
PITG_19445	7.67	7.25	0.4	1.65
PITG_19448	89.45	88.06	56.21	45.67
PITG_19449	0.0	9.78	3.03	1.3
PITG_19450	69.44	69.73	92.28	89.48
PITG_19451	0.0	23.84	7.14	6.24
PITG_19455	0.0	0.0	0.5	0.38
PITG_19456	2.72	18.02	4.34	6.78
PITG_19457	18.26	17.26	3.87	3.28
PITG_19458	26.07	0.0	16.69	16.1
PITG_19459	7.8	7.37	3.58	3.97
PITG_19517	27.93	9.43	24.14	21.61
PITG_19525	0.0	6.59	9.19	6.42
PITG_19527	0.0	12.15	7.08	7.13
PITG_19530	69.19	43.6	109.51	104.32
PITG_19531	210.82	155.51	162.34	166.18
PITG_19532	73.29	51.95	47.64	49.17
PITG_19533	12.07	22.81	18.06	13.43
PITG_19536	42.71	13.46	49.56	51.53
