Gene ID	2dpi	2dpi	3dpi	3dpi
PITG_08477	6.05	5.72	1.87	1.3
PITG_08478	13.91	19.72	25.2	25.21
PITG_08480	0.0	11.6	3.47	4.04
PITG_08481	40.45	26.53	32.57	31.05
PITG_08482	8.01	7.57	3.21	2.4
PITG_08483	4.62	4.36	9.24	8.04
PITG_08484	25.39	0.0	8.15	8.2
PITG_08487	95.66	130.6	56.16	50.14
PITG_08489	30.16	47.51	32.51	28.57
PITG_08490	12.4	0.0	0.21	0.52
PITG_08491	0.0	15.7	7.62	7.82
PITG_08492	0.0	0.0	1.87	2.3
PITG_08493	44.48	21.02	21.81	17.43
PITG_08494	10.7	30.33	23.64	26.24
PITG_08495	89.45	105.68	108.82	98.78
PITG_08496	43.17	20.4	20.22	20.75
PITG_08497	10.71	20.24	1.53	1.54
PITG_08502	253.86	287.92	6.7	5.97
PITG_08503	158.78	150.07	168.49	161.39
PITG_08504	6.04	32.83	18.25	16.66
PITG_08505	9.84	3.1	13.85	13.78
PITG_08506	14.02	13.25	8.2	7.13
PITG_08507	5.61	10.6	3.44	2.92
PITG_08508	31.17	0.0	4.71	4.72
PITG_08509	155.99	156.65	113.66	115.84
PITG_08510	0.0	0.0	0.77	0.06
PITG_08513	233.99	55.29	103.65	89.59
PITG_08514	23.3	26.15	25.73	25.63
PITG_08515	2.67	0.0	5.57	4.25
PITG_08516	0.0	0.0	10.16	11.85
PITG_08528	25.27	11.94	22.02	19.5
PITG_08529	27.48	22.27	10.81	10.73
PITG_08530	19.45	22.98	15.73	16.96
PITG_08531	0.0	14.13	7.54	6.62
PITG_08532	13.29	0.0	42.82	44.2
PITG_08533	0.0	68.12	11.16	7.19
PITG_08534	12.5	11.81	25.32	23.03
PITG_08536	13.82	13.06	15.38	14.64
PITG_08537	132.27	112.91	95.13	98.53
PITG_08538	18.6	11.72	21.05	21.29
PITG_08539	10.69	0.0	3.0	2.94
PITG_08540	28.47	28.08	27.16	23.46
PITG_08541	7.71	10.93	6.23	8.03
PITG_08542	17.36	8.2	4.08	3.95
PITG_08543	5.43	10.26	22.27	22.33
PITG_08544	33.64	28.26	57.18	61.44
PITG_08546	11.8	0.0	3.59	1.69
PITG_08547	22.24	0.0	21.55	21.82
PITG_08548	0.0	0.0	4.34	3.34
PITG_08549	6.44	12.17	19.86	18.37
PITG_08550	10.59	10.01	5.71	8.75
PITG_08551	0.0	0.0	3.01	3.53
PITG_08552	42.39	29.14	19.78	19.87
PITG_08553	6.78	12.82	12.72	11.61
PITG_08554	65.63	0.0	15.43	12.17
PITG_08558	0.0	0.0	1.19	1.2
PITG_08559	38.94	12.27	12.06	12.73
PITG_08561	0.0	0.0	0.43	0.6
PITG_08565	105.23	213.12	269.38	282.22
PITG_08566	56.06	15.9	44.75	46.62
PITG_08567	9.58	15.1	11.74	10.19
PITG_08569	10.48	19.82	12.87	14.05
PITG_08570	25.43	33.65	59.47	58.58
PITG_08571	46.05	71.51	27.31	23.93
PITG_08572	39.64	11.4	19.03	19.8
PITG_08573	31.29	0.0	35.53	29.58
PITG_08574	0.0	3.72	3.32	3.63
PITG_08575	0.0	0.0	5.42	6.33
PITG_08576	12.29	52.26	22.12	29.26
PITG_08577	11.31	10.69	5.96	5.41
PITG_27188	0.0	217.99	61.5	39.33
PITG_08578	105.82	78.58	102.07	94.02
PITG_08579	85.73	103.72	55.97	57.69
PITG_08580	32.96	27.69	42.09	38.22
PITG_08581	32.92	23.33	32.8	34.51
PITG_08584	73.58	47.05	30.73	30.74
PITG_08585	13.45	63.58	35.18	31.8
PITG_08586	17.16	19.46	18.97	20.21
PITG_08587	6.8	22.5	19.28	19.26
PITG_08588	7.78	11.03	26.18	21.82
PITG_08589	6.86	42.17	28.03	28.21
PITG_08590	38.3	18.1	10.1	8.08
PITG_08591	966.75	853.68	702.86	724.95
PITG_08592	10.43	14.79	13.4	11.86
PITG_08593	1.9	0.9	4.32	4.08
PITG_08594	241.46	170.31	109.07	107.72
PITG_08597	24.99	23.62	24.36	22.78
PITG_08598	203.19	238.75	141.14	135.69
PITG_08599	107.56	74.91	54.12	59.29
PITG_08600	73.77	83.0	38.68	39.55
PITG_08601	278.21	344.85	319.12	334.31
PITG_08602	0.0	33.51	18.82	18.48
PITG_08603	0.0	13.82	0.5	0.79
PITG_08604	33.98	0.0	10.52	9.51
PITG_08605	6.69	6.33	14.36	14.38
PITG_08606	10.53	9.95	5.86	6.46
PITG_08607	17.8	20.56	19.05	21.39
PITG_08608	21.24	4.46	7.55	7.57
PITG_08609	34.46	76.0	46.39	53.26
PITG_08610	0.0	0.0	1.71	0.75
PITG_08611	281.55	303.18	135.03	126.11
PITG_08612	9.36	8.85	0.81	1.48
PITG_08613	147.7	100.33	69.63	68.76
PITG_08616	1.74	4.92	2.41	2.8
PITG_08618	3.72	3.51	4.09	4.18
PITG_08621	0.0	27.58	43.68	45.61
PITG_08622	0.0	0.0	21.01	16.56
PITG_08623	0.0	0.0	0.18	0.18
PITG_08624	0.0	0.0	0.23	0.29
PITG_08626	7.91	29.92	36.9	31.58
PITG_08627	0.0	47.35	30.94	35.28
PITG_08628	0.0	3.47	16.23	15.7
PITG_08629	0.0	0.0	0.89	0.72
PITG_08630	0.0	0.0	0.5	0.82
PITG_08631	0.0	7.68	0.23	0.24
PITG_08632	0.0	16.23	20.22	17.47
PITG_08633	0.0	0.0	4.52	4.41
PITG_08634	0.0	0.0	2.5	2.4
PITG_08636	0.0	34.37	9.59	9.86
PITG_08638	0.0	0.0	0.44	1.2
PITG_08639	0.0	0.0	1.11	0.83
PITG_08640	35.47	33.53	19.18	18.71
PITG_08641	11.55	32.75	11.85	10.71
PITG_22856	0.0	14.18	1.91	2.39
PITG_08643	50.27	22.36	35.07	33.9
PITG_08645	0.0	4.2	7.79	6.75
PITG_08650	0.0	16.46	0.73	0.62
PITG_08653	0.0	0.0	12.49	2.68
PITG_08654	0.0	0.0	0.51	0.9
PITG_08655	41.83	52.71	34.38	27.03
PITG_22839	33.19	24.03	40.58	40.17
PITG_22840	8.18	15.46	6.14	6.9
PITG_07790	80.36	87.63	104.1	107.32
PITG_07791	486.08	378.0	435.88	418.77
PITG_22841	0.0	0.0	0.94	0.59
PITG_07792	1131.76	1226.75	1677.9	1652.97
PITG_07793	57.66	109.0	159.26	152.13
PITG_07794	80.53	53.91	80.61	76.48
PITG_07795	49.9	48.78	33.37	27.83
PITG_07796	5.55	5.24	11.8	12.45
PITG_07797	104.93	76.95	68.16	71.65
PITG_07799	10.59	0.0	3.83	2.96
PITG_07800	11.21	10.6	4.94	5.84
PITG_07801	7.11	29.13	18.98	18.88
PITG_07802	10.51	4.97	6.81	6.54
PITG_07803	4.75	15.7	11.81	14.48
PITG_07804	0.0	8.45	18.92	21.02
PITG_07807	108.98	87.15	68.88	68.31
PITG_07808	11.61	21.95	30.67	29.26
PITG_07809	86.6	78.93	69.38	65.88
PITG_07813	0.0	0.0	3.65	3.11
PITG_07814	0.71	3.03	2.74	2.49
PITG_07815	15.87	25.0	44.77	41.4
PITG_07816	0.0	0.0	4.95	5.17
PITG_07817	3.13	4.74	4.13	3.32
PITG_07820	18.14	28.58	39.46	36.58
PITG_07821	25.77	16.91	23.86	22.74
PITG_07822	7.04	9.14	7.21	7.37
PITG_07823	9.99	17.31	16.48	16.38
PITG_07825	0.0	0.0	3.64	4.45
PITG_07826	20.59	19.46	20.19	13.31
PITG_07827	94.75	17.91	70.41	85.26
PITG_07828	41.36	59.79	85.47	88.35
PITG_07829	17.19	101.57	32.54	34.0
PITG_07830	11.18	14.09	16.2	17.12
PITG_07831	5.27	19.92	39.22	44.58
PITG_07832	21.3	20.13	27.6	24.72
PITG_07833	218.32	215.94	286.94	291.36
PITG_07836	75.27	133.39	146.64	145.11
PITG_07837	48.46	26.17	17.71	17.23
PITG_07838	0.0	9.18	29.52	24.18
PITG_07839	49.27	128.07	56.13	49.18
PITG_07840	5.45	5.15	7.13	7.16
PITG_07841	30.33	31.27	31.65	37.34
PITG_07842	5.28	9.97	15.07	14.77
PITG_07843	57.42	103.11	110.85	106.66
PITG_07844	23.2	10.96	39.51	37.75
PITG_07845	28.63	27.06	26.85	24.13
PITG_07846	80.28	92.47	129.38	126.91
PITG_07848	0.0	0.0	14.04	14.93
PITG_07850	0.0	0.0	2.89	1.92
PITG_07851	70.36	24.18	39.06	38.35
PITG_07852	42.34	36.68	35.59	35.44
PITG_07853	8.03	3.8	4.7	5.24
PITG_07854	2.07	13.69	11.13	8.82
PITG_07855	26.04	16.41	17.49	16.65
PITG_07856	16.87	31.89	16.74	18.37
PITG_07857	0.0	12.86	16.81	16.19
PITG_07858	7.81	0.0	22.5	18.89
PITG_07859	0.0	8.15	0.4	0.62
PITG_07860	0.0	8.77	11.07	10.63
PITG_07861	21.27	12.57	2.84	2.35
PITG_07865	21.03	23.11	18.99	19.14
PITG_07866	88.85	35.99	48.62	47.08
PITG_07868	22.65	24.26	29.11	27.92
PITG_22843	26.64	25.18	8.45	8.08
PITG_07869	0.0	0.0	4.49	3.09
PITG_07873	1.38	1.3	0.79	1.05
PITG_07874	71.49	65.94	26.64	24.5
PITG_07875	2.78	6.57	6.17	4.56
PITG_07876	0.0	0.0	1.3	0.54
PITG_07879	3.7	20.96	10.56	10.08
PITG_07880	71.1	36.18	40.3	43.19
PITG_07881	3.54	30.12	17.83	18.73
PITG_07882	34.87	27.14	35.87	35.04
PITG_07883	8.71	4.12	1.72	2.37
PITG_07884	53.23	39.13	24.01	24.56
PITG_07885	260.1	239.76	137.84	136.74
PITG_07886	8.65	16.36	14.36	15.58
PITG_07887	214.32	188.49	206.09	199.21
PITG_07888	20.06	47.39	53.02	49.8
PITG_07889	6.73	12.72	7.14	7.2
PITG_07890	29.61	48.5	33.0	32.8
PITG_07891	24.86	133.17	104.46	107.4
PITG_07892	0.0	0.0	21.33	21.89
PITG_07894	65.95	18.7	96.14	92.49
PITG_07895	8.84	11.13	0.49	0.56
PITG_07896	40.66	38.43	30.08	29.26
PITG_07897	12.46	0.0	4.54	3.58
PITG_07898	6.73	0.0	1.18	1.47
PITG_07899	3.06	5.79	7.66	6.67
PITG_07900	17.66	25.04	15.03	13.14
PITG_07901	0.0	0.0	3.33	3.4
PITG_07902	23.86	22.55	21.64	18.01
PITG_07903	132.19	180.14	116.13	112.37
PITG_07904	28.88	37.53	21.78	22.68
PITG_07905	5.73	16.23	19.73	19.25
PITG_07909	0.0	0.0	4.81	4.1
PITG_07910	0.0	3.52	4.0	2.14
PITG_07911	7.43	0.0	8.01	7.52
PITG_07912	2.91	13.75	9.41	10.83
PITG_07913	44.85	35.32	19.46	21.29
PITG_07914	172.41	158.15	153.93	147.44
PITG_07915	2.24	6.35	14.97	14.55
PITG_07916	34.03	25.73	12.88	13.63
PITG_07917	167.72	274.76	142.53	130.57
PITG_07918	0.0	28.58	5.72	7.05
PITG_07919	43.93	98.62	29.22	29.57
PITG_07921	0.0	16.62	2.22	2.63
PITG_07922	0.0	0.0	4.51	3.59
PITG_07923	7.74	18.29	8.57	7.41
PITG_07924	68.3	16.14	29.65	28.68
PITG_07925	19.51	14.34	10.11	11.63
PITG_07926	21.32	17.27	10.34	11.74
PITG_07932	0.0	0.0	0.11	0.44
PITG_07933	0.0	10.17	10.86	12.79
PITG_07937	5.8	9.4	12.53	12.06
PITG_07938	0.0	7.16	2.83	1.45
PITG_07939	13.51	31.92	19.04	16.51
PITG_07940	7.56	0.0	10.32	7.46
PITG_07941	0.0	0.0	31.67	25.42
PITG_07942	0.0	0.0	9.29	7.36
PITG_07943	4.09	2.9	3.28	3.12
PITG_07944	19.5	0.0	10.7	10.15
PITG_07945	19.59	30.86	12.28	13.32
PITG_07946	0.0	15.67	12.96	14.48
PITG_07947	26.21	0.0	5.01	7.21
PITG_07948	30.68	47.12	50.93	51.33
PITG_07949	74.59	59.65	13.62	14.31
PITG_07950	0.0	0.0	0.24	0.3
PITG_07951	0.0	0.0	0.44	0.61
PITG_07952	9.06	34.25	43.9	27.48
PITG_07953	81.33	93.95	226.62	231.97
PITG_07955	104.72	86.07	82.63	83.74
PITG_07956	2.11	6.98	10.92	10.96
PITG_07957	0.0	0.0	4.06	3.79
PITG_07958	36.63	51.93	33.56	32.78
PITG_07959	0.0	0.0	2.12	3.68
PITG_07960	330.39	372.77	323.95	317.48
PITG_07961	10.42	9.85	3.23	2.15
PITG_07962	6.14	8.71	6.98	8.45
PITG_07963	21.82	56.71	22.46	20.56
PITG_07964	59.77	63.14	76.61	79.81
PITG_07965	54.28	46.64	28.75	28.93
PITG_07966	20.86	13.14	18.3	16.39
PITG_07967	33.34	60.39	34.34	32.08
PITG_07968	25.53	50.67	53.87	49.58
PITG_07971	55.03	67.61	62.86	61.66
PITG_07972	342.9	246.0	215.58	212.12
PITG_07973	20.44	32.19	17.42	16.79
PITG_07974	54.76	17.25	42.01	37.1
PITG_07975	42.41	31.18	17.48	17.23
PITG_07976	99.59	76.47	52.71	55.56
PITG_07977	22.57	55.47	31.74	30.58
PITG_07978	32.64	34.28	13.18	14.02
PITG_07983	5.19	17.16	1.87	2.14
PITG_22844	0.0	0.0	0.5	0.7
PITG_07985	150.45	107.26	64.23	62.8
PITG_07988	9.04	18.52	10.53	11.72
PITG_07991	77.46	81.17	49.03	51.1
PITG_07992	0.0	12.47	7.26	5.76
PITG_07993	98.87	93.44	50.14	55.39
PITG_07994	8.77	31.07	13.97	13.84
PITG_07995	35.18	24.93	39.13	43.56
PITG_07996	52.3	40.44	75.49	71.16
PITG_07999	71.22	60.8	100.35	96.68
PITG_08000	19.79	14.96	13.43	14.09
PITG_08001	89.83	141.5	189.99	197.77
PITG_08002	195.16	230.02	154.83	161.48
PITG_08003	37.37	22.08	21.32	17.83
PITG_08004	14.74	11.94	39.65	41.22
PITG_08005	5.28	0.0	5.93	4.86
PITG_08006	2.43	0.0	4.87	5.01
PITG_08007	0.0	0.0	0.83	0.72
PITG_08008	7.55	3.57	2.29	2.33
PITG_08009	26.38	24.93	42.74	46.17
PITG_08011	50.54	38.21	32.82	33.57
PITG_08012	13.94	13.18	19.91	25.19
PITG_08013	9.18	34.72	9.16	10.93
PITG_08014	339.76	321.12	312.19	316.28
PITG_08015	10.54	0.0	13.62	9.79
PITG_08016	124.27	56.38	57.69	55.08
PITG_08017	45.44	39.37	27.49	24.92
PITG_08018	174.85	193.27	79.05	72.91
PITG_08019	43.9	32.27	23.69	21.04
PITG_08022	34.95	35.39	25.68	25.63
PITG_08023	29.33	15.07	12.23	11.64
PITG_08024	29.97	37.77	45.95	47.22
PITG_08025	66.23	59.3	176.79	178.34
PITG_08026	67.36	83.77	24.8	25.62
PITG_08027	11.37	10.75	22.62	23.01
PITG_08028	26.6	23.35	17.28	16.84
PITG_08031	36.87	31.86	43.8	45.84
PITG_08032	48.64	58.51	48.9	46.1
PITG_08035	6.4	51.39	27.29	25.37
PITG_08036	30.23	50.01	43.86	38.8
PITG_08037	29.57	9.32	10.17	8.08
PITG_08038	0.0	0.0	4.25	3.39
PITG_08039	19.17	18.11	14.42	10.78
PITG_08040	27.74	39.33	35.79	35.35
PITG_08041	0.0	0.0	1.99	1.71
PITG_08042	91.39	93.57	17.0	18.86
PITG_08043	103.78	132.27	125.56	127.98
PITG_08044	459.6	390.06	263.9	248.93
PITG_08045	120.36	24.38	22.58	22.32
PITG_08046	6.97	5.27	2.46	2.34
PITG_08048	16.56	46.95	36.13	37.75
PITG_08049	10.39	19.64	11.04	12.99
PITG_08056	21.41	23.61	55.83	54.02
PITG_08058	18.69	35.32	0.11	0.34
PITG_08059	48.55	39.33	25.25	28.71
PITG_08060	14.24	13.46	22.41	23.0
PITG_08061	131.26	148.18	128.04	123.82
PITG_08072	61.8	82.3	64.97	64.6
PITG_08073	58.75	27.76	45.08	47.24
PITG_08074	10.98	20.76	14.55	16.03
PITG_08082	254.54	180.43	239.69	247.36
PITG_08083	98.33	97.58	120.1	105.71
PITG_08084	78.43	34.21	44.49	48.51
PITG_08085	0.0	0.0	1.32	2.2
PITG_08086	19.43	9.18	8.36	9.36
PITG_08087	15.66	26.18	11.63	11.41
PITG_08088	0.0	0.0	7.77	10.59
PITG_08089	14.0	13.23	5.58	4.73
PITG_08090	57.42	37.99	58.65	52.51
PITG_08091	33.22	0.0	12.57	20.07
PITG_08092	47.21	0.0	7.58	11.01
PITG_08093	39.48	40.3	27.6	24.2
PITG_08094	122.31	83.23	59.53	63.46
PITG_08095	7.67	7.25	6.55	5.92
PITG_08099	11.35	26.83	7.1	5.64
PITG_08100	6.7	6.33	3.61	4.17
PITG_08101	8.23	0.0	5.99	5.88
PITG_08103	48.48	34.37	0.56	0.29
PITG_08109	86.8	41.02	8.96	6.75
PITG_08110	0.0	0.0	4.26	4.44
PITG_08111	0.0	0.0	6.96	5.67
PITG_08112	0.0	15.7	8.48	22.46
PITG_08118	0.0	0.0	5.19	5.01
PITG_08119	20.06	0.0	32.43	37.62
PITG_08120	0.0	0.0	1.77	1.21
PITG_08125	0.0	6.95	4.38	5.1
PITG_08126	12.01	0.0	1.72	1.44
PITG_08127	34.5	32.61	1.98	1.75
PITG_08128	0.0	0.0	0.91	0.95
PITG_08129	41.77	31.02	26.72	22.31
PITG_08130	0.0	0.0	1.05	1.41
PITG_08131	79.93	50.36	67.98	60.33
PITG_08132	66.61	75.54	65.77	69.1
PITG_08133	0.0	0.0	2.42	1.22
PITG_08135	23.33	47.78	31.08	29.36
PITG_08136	68.63	56.76	79.54	66.67
PITG_08137	0.0	10.51	8.99	8.38
PITG_08138	67.27	89.01	86.01	88.48
PITG_08139	24.09	21.08	28.5	28.19
PITG_08140	41.4	48.91	45.46	44.83
PITG_08141	115.81	79.05	30.13	30.18
PITG_08142	22.66	91.02	72.18	77.07
PITG_08143	35.18	16.62	17.14	17.89
PITG_08144	0.0	21.55	2.75	0.68
PITG_08145	27.76	22.2	23.0	21.75
PITG_08148	7.46	17.64	1.11	0.76
PITG_08154	24.92	52.98	43.86	42.41
PITG_08155	0.0	12.98	18.03	18.65
PITG_08156	0.0	22.51	3.82	5.56
PITG_08157	10.12	15.94	18.14	16.42
PITG_08159	5.81	38.45	9.76	8.45
PITG_08160	8.66	5.46	3.87	3.7
PITG_08161	0.0	0.0	0.72	1.39
PITG_08162	0.0	0.0	1.77	2.24
PITG_08163	0.0	0.0	0.72	1.08
PITG_08164	0.0	0.0	0.99	1.2
PITG_08165	0.0	0.0	2.17	2.21
PITG_08166	0.0	1.58	0.47	0.61
PITG_08167	0.0	0.0	0.36	0.46
PITG_08168	0.0	0.0	1.12	1.0
PITG_08169	0.0	0.0	1.94	1.95
PITG_08170	7.51	4.44	15.26	17.41
PITG_08171	0.0	0.0	7.0	9.06
PITG_08172	75.32	71.19	42.87	43.59
PITG_08173	43.81	65.38	27.7	26.27
PITG_08174	27.18	38.53	3.35	4.96
PITG_08176	55.2	26.08	40.91	39.96
PITG_08177	0.0	0.0	0.0	0.38
PITG_08178	72.98	44.22	1.09	1.34
PITG_08179	14.03	25.41	24.91	26.88
PITG_08180	36.36	0.0	20.23	20.23
PITG_08181	42.82	42.31	6.58	6.59
PITG_08183	52.16	62.99	50.61	50.38
PITG_08184	21.98	24.44	17.87	19.57
PITG_08185	126.38	283.69	303.56	261.05
PITG_08186	16.44	17.75	18.63	19.36
PITG_08187	19.74	15.55	6.15	5.51
PITG_08188	0.0	13.92	9.26	8.26
PITG_08189	26.28	39.04	31.65	29.09
PITG_08190	19.32	18.26	11.72	13.58
PITG_08193	0.0	25.18	47.97	51.01
PITG_08194	0.0	0.0	0.54	1.44
PITG_08195	10.98	14.82	17.39	17.06
PITG_08196	183.17	179.31	81.25	67.24
PITG_08197	3.82	14.43	22.85	22.4
PITG_08198	20.03	22.09	28.87	25.53
PITG_08199	94.81	106.68	103.4	103.02
PITG_08200	24.64	34.93	15.16	14.05
PITG_08201	0.0	0.0	0.75	0.73
PITG_08202	0.0	0.0	1.45	0.25
PITG_08204	5.49	5.19	22.17	22.74
PITG_08205	38.23	21.08	25.68	25.31
PITG_08206	48.56	51.3	72.34	78.07
PITG_08207	11.01	20.8	12.91	12.21
PITG_08210	282.22	347.37	465.09	443.62
PITG_08211	17.19	23.75	28.89	26.87
PITG_08213	185.09	232.12	169.41	169.38
PITG_08216	11.62	9.98	14.45	14.73
PITG_08217	0.0	0.0	3.06	2.32
PITG_08218	50.11	73.67	86.77	87.33
PITG_08219	0.0	0.0	2.91	3.11
PITG_08221	15.33	10.87	9.98	10.87
PITG_08222	11.39	0.0	16.81	14.27
PITG_08226	41.22	11.13	11.75	11.94
PITG_08228	62.29	23.55	37.72	37.34
PITG_08229	25.55	21.3	28.33	28.52
PITG_08230	13.97	27.84	21.06	23.42
PITG_08232	28.37	24.58	6.97	7.07
PITG_08233	0.0	28.05	8.17	7.69
PITG_08234	230.1	268.82	113.91	119.04
PITG_08235	39.96	55.55	25.29	25.06
PITG_08236	83.57	50.02	85.36	82.46
PITG_08237	21.83	17.68	26.87	26.41
PITG_07361	0.0	0.0	12.43	10.99
PITG_07363	14.06	5.32	1.61	1.78
PITG_07364	0.0	42.62	10.17	8.23
PITG_07365	4.72	0.0	3.55	3.33
PITG_07366	15.46	7.31	11.26	12.77
PITG_07367	0.0	0.0	3.25	3.19
PITG_07371	16.02	26.49	4.45	4.36
PITG_07374	0.0	0.0	1.04	1.82
PITG_07376	0.0	0.0	2.04	1.75
PITG_07377	0.0	0.0	3.0	3.2
PITG_07378	8.07	0.0	2.1	2.0
PITG_07379	0.0	0.0	1.75	2.22
PITG_07380	150.02	96.78	92.8	85.31
PITG_07381	13.13	0.0	6.22	6.2
PITG_07382	0.0	13.76	0.7	0.28
PITG_07383	3.05	14.42	7.63	7.34
PITG_07384	51.03	43.41	68.82	78.21
PITG_07385	10.83	25.59	11.02	13.18
PITG_07387	9.34	26.49	16.29	15.93
PITG_07389	12.37	17.54	0.0	0.3
PITG_07391	24.71	23.35	0.0	0.26
PITG_07397	0.0	0.0	1.92	2.69
PITG_07399	19.95	10.28	15.39	15.49
PITG_07400	500.03	492.09	627.43	626.31
PITG_07404	7.73	0.0	3.15	1.99
PITG_07405	94.52	86.92	29.33	31.61
PITG_07406	8.38	0.0	0.96	1.1
PITG_07407	0.0	0.0	5.48	4.19
PITG_07408	0.0	0.0	0.5	0.44
PITG_07409	46.08	46.45	3.42	2.94
PITG_07411	101.24	114.2	23.67	23.13
PITG_07412	0.0	0.0	1.01	0.81
PITG_07414	0.0	0.0	1.27	1.12
PITG_07417	0.0	0.0	3.13	3.21
PITG_07418	0.0	0.0	5.7	5.02
PITG_07419	0.0	0.0	9.27	6.96
PITG_07420	0.0	0.0	6.37	10.49
PITG_07421	41.19	30.28	46.45	44.63
PITG_07424	0.0	0.0	1.88	2.19
PITG_07426	20.25	6.38	9.52	11.67
PITG_07427	0.0	4.63	3.88	2.9
PITG_07431	6.63	0.0	0.76	1.27
PITG_22814	0.0	0.0	2.1	4.05
PITG_22815	5.34	0.0	2.45	1.6
PITG_07433	0.0	0.0	0.25	0.17
PITG_07434	0.0	10.82	9.06	8.97
PITG_07436	179.57	191.85	16.03	14.85
PITG_07437	0.0	0.0	0.86	1.14
PITG_07438	0.0	8.13	1.87	1.39
PITG_07440	114.27	73.16	68.61	66.16
PITG_07445	34.55	30.08	35.31	32.92
PITG_07449	45.71	30.5	45.89	47.11
PITG_07451	21.02	0.0	23.27	24.4
PITG_07452	984.47	1008.0	1301.4	1277.3
PITG_07454	0.0	45.42	49.46	48.58
PITG_07455	70.14	103.46	43.37	42.7
PITG_07456	12.97	12.26	10.75	10.32
PITG_07458	57.87	68.37	39.42	36.49
PITG_07459	0.0	0.0	11.12	10.16
PITG_07463	0.0	0.0	0.86	0.56
PITG_07464	0.0	0.0	0.95	0.45
PITG_07467	0.0	0.0	1.32	1.87
PITG_07468	82.04	0.0	1.79	8.44
PITG_07470	13.77	14.32	19.95	20.68
PITG_07473	8.6	12.19	1.08	2.93
PITG_07476	24.35	23.02	19.13	20.54
PITG_22818	0.0	23.17	6.28	5.57
PITG_22819	10.51	3.31	2.65	3.65
PITG_22820	0.0	0.0	2.26	3.53
PITG_07486	14.7	20.85	1.43	1.32
PITG_07487	0.0	0.0	0.83	0.77
PITG_07488	14.79	0.0	2.8	4.25
PITG_07496	25.87	0.0	20.47	20.64
PITG_07501	17.83	39.33	9.07	10.31
PITG_07506	0.0	0.0	1.4	0.77
PITG_07507	0.0	0.0	0.75	0.49
PITG_22823	0.0	0.0	1.41	1.87
PITG_07510	0.0	0.0	0.77	1.31
PITG_07516	6.24	2.95	0.9	1.46
PITG_22824	29.31	55.4	58.94	57.29
PITG_07520	0.0	0.0	19.6	27.05
PITG_22825	0.0	0.0	12.74	13.61
PITG_07521	68.6	197.91	5.05	3.59
PITG_07522	8.61	29.82	2.66	1.82
PITG_07523	6.71	6.34	9.16	10.24
PITG_07528	16.33	6.17	4.72	3.87
PITG_07529	316.28	170.82	252.35	287.8
PITG_07530	28.26	32.87	5.58	6.11
PITG_07531	16.87	7.97	6.29	6.61
PITG_07532	31.81	16.91	0.16	0.26
PITG_07535	0.0	5.33	0.71	1.11
PITG_07536	19.91	0.0	13.81	14.41
PITG_07537	3.44	9.75	4.61	5.1
PITG_07538	4.22	3.99	2.25	2.47
PITG_07539	0.0	0.0	1.51	1.84
PITG_07541	0.0	16.62	0.81	0.53
PITG_07542	0.0	0.0	6.13	3.54
PITG_07543	11.09	10.48	45.4	47.43
PITG_07545	27.57	26.06	40.41	39.92
PITG_07546	98.32	117.38	49.55	45.32
PITG_07550	275.84	186.22	141.65	136.67
PITG_07551	40.08	32.47	19.57	22.88
PITG_07552	89.26	18.75	28.15	28.66
PITG_07555	39.34	44.62	53.42	51.78
PITG_07558	0.0	5.19	4.66	4.07
PITG_07561	0.0	0.0	0.31	0.42
PITG_07562	101.96	50.28	148.86	155.1
PITG_07564	11.78	13.36	2.3	2.34
PITG_07565	4.75	0.0	19.11	19.14
PITG_07567	28.64	40.6	39.7	39.54
PITG_07569	42.05	44.15	44.52	44.77
PITG_07571	22.18	13.97	5.85	6.84
PITG_07572	25.87	14.67	8.49	9.6
PITG_07573	33.68	60.13	32.94	32.94
PITG_07574	31.53	46.36	30.78	24.69
PITG_07575	0.0	0.0	3.36	3.67
PITG_07576	4.96	0.0	6.62	6.26
PITG_07578	6.05	5.72	15.53	13.24
PITG_07579	36.86	0.0	28.96	27.35
PITG_07580	30.69	29.01	6.04	6.37
PITG_07581	0.0	0.0	14.4	13.04
PITG_07582	0.0	3.28	17.38	20.29
PITG_07583	0.0	0.0	11.64	12.94
PITG_07584	0.0	0.0	15.75	14.41
PITG_07586	415.37	213.36	557.04	561.73
PITG_22828	79.14	18.7	45.5	47.23
PITG_07587	0.0	0.0	3.62	4.11
PITG_07589	12.1	41.94	29.61	31.52
PITG_07594	0.0	0.0	5.55	5.58
PITG_07599	24.04	9.09	6.81	5.78
PITG_07600	0.0	13.39	4.79	3.47
PITG_07601	0.0	0.0	1.03	1.23
PITG_07625	23.31	3.15	4.77	3.51
PITG_07626	0.0	12.13	4.56	4.24
PITG_07627	0.0	3.03	2.25	2.0
PITG_07628	4.81	13.62	10.58	9.4
PITG_07630	0.0	7.92	12.59	12.54
PITG_07633	0.0	0.0	0.87	1.18
PITG_07635	3.82	0.0	0.96	0.73
PITG_07636	6.03	9.5	7.17	8.16
PITG_07637	10.04	0.0	25.22	29.19
PITG_07638	48.37	121.91	105.46	103.92
PITG_07641	0.0	0.0	1.27	0.5
PITG_07644	13.2	6.24	8.36	7.82
PITG_07645	32.13	7.59	3.04	3.6
PITG_07646	17.36	32.82	18.91	16.31
PITG_07648	0.0	10.82	2.95	1.23
PITG_07649	0.0	0.0	1.3	0.59
